"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         218,      -5.539966838,      -5.313059711,      -5.340893035,       -8.79733506
          0,           0,         219,      -5.536834123,      -5.327738789,      -5.368309861,      -8.793808533
          0,           0,         220,      -5.534578602,      -5.341566019,      -5.395451791,      -8.790294305
          0,           0,         221,      -5.533258784,      -5.354304958,      -5.421589207,      -8.786794644
          0,           0,         222,      -5.532911217,      -5.365740636,       -5.44585468,      -8.783311816
          0,           0,         223,      -5.533554512,      -5.375694571,      -5.467298951,      -8.779848153
          0,           0,         224,      -5.535192788,      -5.384038266,      -5.484997213,      -8.776405986
          0,           0,         225,      -5.537818585,      -5.390702957,       -5.49819551,      -8.772987628
          0,           0,         226,      -5.541415276,      -5.395683883,      -5.506458949,      -8.769595311
          0,           0,         227,      -5.545959046,      -5.399038367,      -5.509765723,      -8.766231215
          0,           0,         228,      -5.551420522,      -5.400878107,      -5.508504709,      -8.762897407
          0,           0,         229,      -5.557766105,      -5.401357351,      -5.503377852,      -8.759595821
          0,           0,         230,      -5.564959078,      -5.400658989,      -5.495251086,      -8.756328249
          0,           0,         231,      -5.572960552,      -5.398980658,      -5.485009599,      -8.753096287
          0,           0,         232,      -5.581730274,      -5.396522519,      -5.473454445,      -8.749901311
          0,           0,         233,      -5.591227331,      -5.393477637,      -5.461249484,      -8.746744464
          0,           0,         234,      -5.601410752,      -5.390025267,      -5.448908702,      -8.743626661
          0,           0,         235,      -5.612239979,      -5.386326842,      -5.436808135,      -8.740548568
          0,           0,         236,      -5.623675178,       -5.38252419,      -5.425208874,      -8.737510525
          0,           0,         237,      -5.635677316,      -5.378739402,      -5.414282459,      -8.734512669
          0,           0,         238,      -5.648207916,      -5.375075803,      -5.404134185,      -8.731554872
          0,           0,         239,      -5.661228405,      -5.371619586,      -5.394822603,      -8.728636765
          0,           0,         240,      -5.674698203,      -5.368441549,       -5.38637487,      -8.725757713
          0,           0,         241,      -5.688575801,      -5.365599256,      -5.378798415,      -8.722916866
          0,           0,         242,      -5.702812175,      -5.363139753,      -5.372090583,      -8.720113198
          0,           0,         243,      -5.717349336,      -5.361100581,      -5.366244091,      -8.717345423
          0,           0,         244,      -5.732116232,      -5.359511574,      -5.361251578,      -8.714612119
          0,           0,         245,      -5.747023719,       -5.35839647,      -5.357108708,      -8.711911716
          0,           0,         246,      -5.761959095,      -5.357774251,      -5.353815984,        -8.7092425
          0,           0,         247,      -5.776780654,      -5.357660263,      -5.351379608,      -8.706602674
          0,           0,         248,      -5.791312972,      -5.358067146,      -5.349811695,      -8.703990368
          0,           0,         249,      -5.805343963,      -5.359005606,      -5.349130031,       -8.70140363
          0,           0,         250,      -5.818625127,      -5.360485019,      -5.349357507,      -8.698840523
          0,           0,         251,       -5.83087662,      -5.362513853,      -5.350521355,       -8.69629908
          0,           0,         252,      -5.841798699,      -5.365099916,      -5.352652271,      -8.693777364
          0,           0,         253,      -5.851090318,      -5.368250413,      -5.355783512,      -8.691273505
