"Pressure","Velocity:0","Velocity:1","Velocity:2","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
0.0971,0,0,0,0,0.194,1,1.67e-07,0.00292,5.45e-05,0,-0,7.07,0,0.0946,-0.0596,0
0.0985,0,0,0,0,0.197,1,1.67e-07,0.00292,4.96e-05,0,-0,7.07,0,0.0902,-0.0597,0
0.1,0,0,0,0,0.2,1,1.67e-07,0.00292,4.46e-05,0,-0,7.07,0,0.0858,-0.0597,0
0.101,0,0,0,0,0.203,1,1.67e-07,0.00292,3.95e-05,0,-0,7.06,0,0.0814,-0.0598,0
0.103,0,0,0,0,0.206,1,1.67e-07,0.00292,3.44e-05,0,-0,7.06,0,0.0771,-0.0598,0
0.105,0,0,0,0,0.209,1,1.67e-07,0.00292,2.92e-05,0,-0,7.06,0,0.0727,-0.0599,0
0.106,0,0,0,0,0.212,1,1.67e-07,0.00292,2.4e-05,0,-0,7.06,0,0.0684,-0.0599,0
0.108,0,0,0,0,0.216,1,1.67e-07,0.00291,1.86e-05,0,-0,7.06,0,0.064,-0.06,0
0.11,0,0,0,0,0.219,1,1.67e-07,0.00291,1.32e-05,0,-0,7.06,0,0.0597,-0.06,0
0.111,0,0,0,0,0.223,1,1.67e-07,0.00291,7.71e-06,0,-0,7.06,0,0.0554,-0.06,0
0.113,0,0,0,0,0.226,1,1.67e-07,0.00291,2.16e-06,0,-0,7.06,0,0.0512,-0.06,0
0.115,0,0,0,0,0.23,1,1.67e-07,0.00291,-3.48e-06,0,-0,7.05,0,0.0469,-0.06,0
0.117,0,0,0,0,0.233,1,1.67e-07,0.00291,-9.18e-06,0,-0,7.05,0,0.0427,-0.06,0
0.119,0,0,0,0,0.237,1,1.67e-07,0.0029,-1.5e-05,0,-0,7.05,0,0.0385,-0.06,0
0.121,0,0,0,0,0.241,1,1.67e-07,0.0029,-2.08e-05,0,-0,7.04,0,0.0343,-0.06,0
0.123,0,0,0,0,0.245,1,1.67e-07,0.0029,-2.67e-05,0,-0,7.04,0,0.0301,-0.0599,0
0.125,0,0,0,0,0.249,1,1.67e-07,0.00289,-3.27e-05,0,-0,7.04,0,0.0259,-0.0599,0
