"Pressure","Velocity:0","Velocity:1","Velocity:2","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
-0.045322,0,0,0,0,-0.090643,1,1.6667e-07,5.4725e-07,-6.7125e-08,0,-0,8.7986,0,0.61407,0.018157,0
-0.042355,0,0,0,0,-0.08471,1,1.6667e-07,-4.379e-07,5.4384e-08,0,-0,7.9908,0,0.62426,0.016899,0
-0.03958,0,0,0,0,-0.079159,1,1.6667e-07,-1.3616e-06,1.7114e-07,0,-0,14.302,0,0.6341,0.015669,0
-0.036982,0,0,0,0,-0.073964,1,1.6667e-07,-2.2218e-06,2.8253e-07,0,-0,18.537,0,0.64359,0.014469,0
-0.034548,0,0,0,0,-0.069097,1,1.6667e-07,-3.0163e-06,3.8787e-07,0,-0,21.905,0,0.65273,0.013301,0
-0.032265,0,0,0,0,-0.064529,1,1.6667e-07,-3.7423e-06,4.8643e-07,0,-0,24.731,0,0.66149,0.012167,0
-0.030116,0,0,0,0,-0.060232,1,1.6667e-07,-4.3967e-06,5.7743e-07,0,-0,27.153,0,0.66988,0.01107,0
-0.028088,0,0,0,0,-0.056176,1,1.6667e-07,-4.976e-06,6.6002e-07,0,-0,29.239,0,0.67789,0.010013,0
-0.026166,0,0,0,0,-0.052332,1,1.6667e-07,-5.477e-06,7.3336e-07,0,-0,31.025,0,0.68551,0.0089978,0
-0.024338,0,0,0,0,-0.048675,1,1.6667e-07,-5.8964e-06,7.9664e-07,0,-0,32.528,0,0.69273,0.0080265,0
