"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         279,      -5.488923775,      -4.907575644,      -4.887860711,      -8.904190279
          0,           0,         280,      -5.490946623,      -4.909556559,      -4.888235064,      -8.904514979
          0,           0,         281,      -5.493106836,      -4.911522552,      -4.888615597,      -8.904590004
          0,           0,         282,       -5.49532757,      -4.913475655,      -4.889003257,      -8.904492387
          0,           0,         283,      -5.497586692,      -4.915377222,      -4.889414717,      -8.904308568
          0,           0,         284,      -5.499901263,      -4.917179023,      -4.889863126,       -8.90398833
          0,           0,         285,      -5.502176285,      -4.918886174,      -4.890344813,      -8.903531679
          0,           0,         286,      -5.504377831,      -4.920481172,      -4.890877353,      -8.902832134
          0,           0,         287,      -5.506536878,      -4.921925766,       -4.89147935,      -8.901627286
          0,           0,         288,      -5.508554407,      -4.923232595,      -4.892142755,      -8.900161514
          0,           0,         289,      -5.510394233,      -4.924410558,      -4.892883726,      -8.898836512
          0,           0,         290,      -5.512095686,      -4.925440897,      -4.893722381,      -8.897180999
          0,           0,         291,      -5.513579306,      -4.926341417,      -4.894648241,      -8.895109508
          0,           0,         292,      -5.514825015,      -4.927142233,      -4.895674069,       -8.89251319
          0,           0,         293,      -5.515851491,      -4.927851234,      -4.896809869,      -8.889917569
          0,           0,         294,      -5.516635635,      -4.928485952,       -4.89804935,      -8.886900371
          0,           0,         295,      -5.517167275,       -4.92908486,      -4.899396629,       -8.88370554
          0,           0,         296,      -5.517453441,      -4.929676225,      -4.900850551,      -8.880308389
          0,           0,         297,      -5.517521698,      -4.930272144,      -4.902403858,      -8.876959496
          0,           0,         298,      -5.517366941,      -4.930908607,      -4.904051838,      -8.873222338
          0,           0,         299,      -5.517001026,      -4.931620855,      -4.905785004,      -8.869486795
          0,           0,         300,      -5.516465523,      -4.932415722,      -4.907589985,      -8.865930057
          0,           0,         301,      -5.515771319,      -4.933313277,      -4.909452187,      -8.862295889
          0,           0,         302,      -5.514939463,      -4.934340898,      -4.911360637,      -8.858685908
          0,           0,         303,      -5.513985614,      -4.935511619,      -4.913295651,      -8.854975659
          0,           0,         304,       -5.51295738,      -4.936809256,      -4.915235687,      -8.851407655
          0,           0,         305,      -5.511862252,      -4.938255311,      -4.917170049,      -8.847844042
          0,           0,         306,      -5.510716184,      -4.939853451,      -4.919079428,       -8.84426015
          0,           0,         307,      -5.509537255,      -4.941591247,       -4.92094405,      -8.840706689
          0,           0,         308,      -5.508356241,      -4.943441264,      -4.922745275,      -8.837033658
          0,           0,         309,      -5.507179282,      -4.945410644,      -4.924474781,      -8.833385307
          0,           0,         310,       -5.50601291,      -4.947483814,      -4.926117348,      -8.829600623
          0,           0,         311,      -5.504862834,      -4.949635496,      -4.927660394,       -8.82568477
          0,           0,         312,       -5.50375725,       -4.95181936,      -4.929094185,      -8.821658324
          0,           0,         313,       -5.50269325,      -4.954037408,      -4.930417015,      -8.817491252
          0,           0,         314,       -5.50167433,      -4.956261689,      -4.931624143,      -8.813154858
          0,           0,         315,      -5.500701033,      -4.958463594,      -4.932712562,      -8.808723521
          0,           0,         316,      -5.499786069,      -4.960606914,      -4.933683122,      -8.804322049
          0,           0,         317,       -5.49893624,      -4.962667254,      -4.934537571,      -8.799909478
          0,           0,         318,      -5.498152456,      -4.964634255,      -4.935282781,      -8.795549905
          0,           0,         319,      -5.497435992,      -4.966482578,      -4.935922537,      -8.791230517
          0,           0,         320,      -5.496789077,      -4.968192407,      -4.936462369,      -8.786929474
          0,           0,         321,      -5.496219625,      -4.969744529,       -4.93690907,      -8.782721397
          0,           0,         322,      -5.495736686,      -4.971123254,      -4.937268765,      -8.778593223
          0,           0,         323,      -5.495337551,      -4.972330412,      -4.937551027,      -8.774397219
          0,           0,         324,      -5.495024325,      -4.973361112,      -4.937762487,      -8.770229029
          0,           0,         325,      -5.494798451,      -4.974215583,      -4.937909557,      -8.766029144
          0,           0,         326,      -5.494661449,      -4.974896223,      -4.937998856,      -8.761725102
          0,           0,         327,      -5.494617331,      -4.975407338,      -4.938036584,      -8.757518421
          0,           0,         328,      -5.494665084,      -4.975758392,      -4.938029002,      -8.753138567
          0,           0,         329,      -5.494797429,      -4.975965591,      -4.937983455,      -8.748583644
          0,           0,         330,      -5.495011305,      -4.976042605,      -4.937905259,      -8.744007706
          0,           0,         331,      -5.495300882,      -4.976004734,      -4.937799763,       -8.73927088
          0,           0,         332,       -5.49565903,       -4.97586773,       -4.93767264,      -8.734422495
